total_capital_cost,annual_opex,total_5yr_cost,patriot_5yr_cost,shelter_5yr_cost,savings_vs_patriot,savings_vs_shelters,prototype_months,partial_months,full_months,ai_accuracy,network_availability,hit_probability,sead_attrition_rate,ew_effectiveness,daily_kinzhal_rate,total_kinzhal_5yr,intercepted_kinzhal,leaked_kinzhal,casualties_without_defense,casualties_with_ai,casualties_with_shelters,lives_saved_by_ai,lives_saved_by_shelters,cost_per_life_saved,shelter_cost_per_life,system_failure_risk,budget_overrun_risk,is_cheaper_than_patriot,is_cheaper_than_shelters,hits_target_budget,hits_target_performance
1939083857.6163313,500202217.9841959,4104697690.9766984,1647983733138.0894,500000000,1643879035447.1125,-3604697690.9766984,17.500653469288608,26.857904108593438,27.151874233827023,0.9351441073286592,0.8612558590700884,0.5691402291826841,0.11994406653703925,0.3722469671114664,94.99517363041322,173366.19187550413,98669.67417655361,74696.51769895051,7469651.769895052,3007220.5457771127,131369.74637934403,4462431.224117938,7338282.023515708,919.8343873160867,68.13583866056626,0.5416154033286914,0,1,0,0,0
1575348190.1029687,673028557.4004939,4489209628.036721,1455853610131.8052,500000000,1451364400503.7686,-3989209628.036721,24.59999225212662,29.08430495851694,37.10797617054362,0.8518479395253257,0.8910413585420576,0.5683571587014713,0.03331506589553727,0.35267885872360943,57.045983904738826,104108.92062614835,59171.05032255468,44937.87030359367,4493787.030359367,1304478.0521157393,60506.31679251036,3189308.9782436276,4433280.713566856,1407.5806573337893,112.78329352569199,0.5685988738737207,0,1,0,0,0
1404015042.0751512,435893325.70559824,3291205026.6012197,3996142429373.1577,500000000,3992851224346.5566,-2791205026.6012197,26.11054404428976,30.43635564746792,38.407618852198,0.9435967604341648,0.7733821139007222,0.5247122689890317,0.10677792247458051,0.4409226165772777,141.93026041165703,259022.7252512741,135912.40188631858,123110.32336495552,12311032.336495552,4492139.168571677,185765.40331437203,7818893.167923875,12125266.93318118,420.92978582991975,41.23620558255374,0.6170855247706379,0,1,0,1,0
1216365222.958888,386682062.4140799,2890496191.1320567,1502702649591.2117,500000000,1499812153400.0796,-2390496191.1320567,25.143441646543927,27.95009467553553,49.896159466784376,0.9670043015626509,0.6844591108843066,0.43427508096157275,0.07342014369195485,0.21581141344652013,62.12183438898224,113372.3477598926,49234.78550223094,64137.56225766166,6413756.225766166,1311402.8798446013,47442.52197153183,5102353.345921565,6366313.703794634,566.5025518945098,78.53838551844775,0.7125642222753474,0,1,0,1,0
2207013959.032817,405227833.19853914,3961438409.156169,1142459706903.0925,500000000,1138498268493.9363,-3461438409.156169,16.658386477709573,22.97281929073408,55.43971950259432,0.940812161597837,0.7400043736976197,0.5366972277326347,0.105122625507031,0.6301160140770343,62.32946883792359,113751.28062921055,61049.99696473426,52701.283664476294,5270128.366447629,1567264.3484654361,132995.5284246819,3702864.0179821933,5137132.838022947,1069.830917343511,97.33055690115805,0.6263486451627043,0,1,0,1,0
1759511574.4135914,577582682.4129058,4260142323.2806363,1538843320997.6897,500000000,1534583178674.4092,-3760142323.2806363,23.30922249308741,19.377600676978542,29.787009835530895,0.8571018558693805,0.6844259280598832,0.44155151365813655,0.0670172000437581,0.3809038073278928,59.62928687704516,108823.44855060743,48051.15842901906,60772.29012158837,6077229.012158837,1793468.024564768,90818.72827882336,4283760.987594069,5986410.283880014,994.4864654256311,83.52250786191212,0.7409758442334422,0,1,0,0,0
2002818488.5601318,504792454.4021087,4188305643.4045334,2145936081197.8135,500000000,2141747775554.409,-3688305643.4045334,21.03152809798965,19.509540843223267,40.86763691353261,0.9868308887658129,0.7965792170702767,0.54902011797925,0.0553877519272043,0.4442498760014317,83.91786233942082,153150.098769443,84082.48529493339,69067.6134745096,6906761.34745096,1125084.2846920055,122095.4718008438,5781677.062758955,6784665.875650116,724.4101664519322,73.69559668287854,0.5684213372404208,0,1,0,0,0
1167201604.8879914,470836052.8719286,3205675311.488905,1486735888978.6099,500000000,1483530213667.1208,-2705675311.488905,22.62658722793533,21.23448168732584,42.158882773555206,0.9029585441603082,0.6864447256634754,0.4425722526036157,0.04469765080130518,0.33160789794125084,62.21891562493656,113549.52101550922,50253.867297895515,63295.653717613706,6329565.37176137,1189242.3728325812,99981.50698977246,5140322.998928789,6229583.864771598,623.6330503271774,80.26218297300859,0.7256799405038068,0,1,0,1,0
2115141032.1449265,329508137.7963169,3541738827.517086,2905164952148.166,500000000,2901623213320.649,-3041738827.517086,18.744763020965635,25.029922282369853,29.96166560384941,0.8127769736180915,0.6371911855051944,0.43056347591018357,0.05654745994350409,0.5582462754685721,101.9176070220381,185999.63281521952,80084.64842293876,105914.98439228076,10591498.439228076,2953570.9859651653,52924.79920358313,7637927.453262911,10538573.640024493,463.7041722626025,47.44475078686625,0.7770136199752142,0,1,0,1,0
2230650604.226153,557347591.4576453,4643673998.874305,3419091348916.0776,500000000,3414447674917.203,-4143673998.874305,23.275721464964064,23.851105266350544,44.233625065435916,0.9275241372879165,0.7031847800273363,0.43017958111997273,0.06662674781567086,0.1430526430473831,137.42711641374206,250804.48745507924,107890.96935643544,142913.5180986438,14291351.809864381,5900758.122250595,294877.62571159983,8390593.687613785,13996474.184152782,553.4380726514391,35.72328240823069,0.7194279051751244,0,1,0,0,0
